PC1,PC2,Level
-0.048098383986576614,-1.2191781528057914,Intermediate
3.0149348542513925,-0.11105579899612295,Advanced
3.951975831118971,-1.7919865667826027,Advanced
-2.246377938011746,-1.469514007992858,Beginner
0.1283305733253766,-1.5666554125118202,Intermediate
-1.685888228631738,0.3142411069817379,Beginner
0.6417339204556093,-1.6763504690542839,Intermediate
-0.12580399865692685,-0.9914261254036031,Intermediate
-1.9613343502784366,-0.7762532334472122,Beginner
-2.0069897563187094,-0.7118015467816415,Beginner
2.8837927543197623,-0.5213052243405912,Advanced
0.5167807006190953,1.1361647888404778,Intermediate
0.6280854394105011,-1.7537678341416412,Intermediate
0.7393311296629897,0.15365789294043278,Intermediate
1.1935151405530326,-0.15624195392662574,Intermediate
-1.211957010199884,0.05644680416140035,Beginner
0.12097367933503902,-1.194033469316318,Intermediate
1.603990968462324,-1.3803372704139272,Advanced
-2.284170857201668,-0.6816577770162479,Beginner
0.17384745199867724,-0.02719571203267587,Intermediate
-2.480500021474888,-1.6848712219712336,Beginner
-2.1765134470428134,-1.6751155292311655,Beginner
0.41257814932096565,-0.08980719466351517,Intermediate
-1.7497962123276702,-0.6151260740030942,Beginner
0.5308479341869773,1.338469623194339,Intermediate
2.37820213686828,0.646242431702395,Advanced
0.6446588612541425,-0.6298800999347958,Intermediate
0.7318109935302204,0.1689150903308897,Intermediate
0.50322924479083,-1.7740923463226892,Intermediate
0.7054581632082915,-0.742698164216366,Intermediate
0.3267768961251793,1.2499112778534203,Intermediate
-2.3152675658629036,-0.1397070055166106,Beginner
0.40565485633915577,0.5016264526294524,Intermediate
2.395941444859313,1.5295162697054356,Advanced
-1.4915474686945678,1.822775041424288,Beginner
2.9954946803691738,0.6215662689919551,Advanced
0.4007776556026206,-0.7185438332426834,Intermediate
-0.0012118297068528332,-0.5400253059922405,Intermediate
0.33504730979915204,0.0795928305891492,Intermediate
-1.7395847109922038,1.0735857565681575,Beginner
3.0168277299966726,0.948572363935296,Advanced
3.5653415535554487,1.2586867010908114,Advanced
2.9419132646255424,1.3582325655342955,Advanced
-2.5625323954384904,-1.1919898055077014,Beginner
-2.6325930213780615,-0.2602844728511725,Beginner
-1.4415149971981154,-1.4158864328884655,Beginner
-2.6077588520342525,1.3065561541961594,Beginner
0.33571777541122944,-0.4620897355880643,Intermediate
0.6508674357356661,1.3469002498736842,Intermediate
-2.2896005659573624,0.19738886203595218,Beginner
-2.1787482834293974,1.5007240777987223,Beginner
3.2478307509217084,-0.13716154537214573,Advanced
0.6803749983164382,-0.9084036331056918,Intermediate
2.808366827710569,-1.602204359588073,Advanced
-2.4375224902660286,1.548928627701433,Beginner
0.40806528148849824,0.5943637812230795,Intermediate
3.357310712954184,0.8183779522813306,Advanced
0.34101761433644245,0.10399641496129639,Intermediate
-2.3085698164393444,-0.30047964868613164,Beginner
0.5853694287046274,-1.47390473495915,Intermediate
-1.9644243683121896,0.7702841858551972,Beginner
0.8331822047358246,1.5990324468629318,Intermediate
-1.6979738656456824,1.1211490740495444,Beginner
1.2400658189431069,-0.7857942821669043,Intermediate
-1.7840868897823887,0.6385266270369867,Beginner
0.06434538759761857,0.9961560207764042,Intermediate
0.5567029373011892,1.5227734012130498,Intermediate
-1.6262791986981648,1.008213678192011,Beginner
